nodex,nodey,offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di,score
0,1,4.662,1.564,4.894,0.841,0.344,0.282,297,132,297,132,396,132,0
0,2,3.712,1.643,3.648,0.963,0.376,0.271,297,198,297,198,396,165,0
0,3,3.183,1.259,3.185,0.651,0.271,0.209,297,33,297,33,396,33,0
0,4,3.222,1.272,3.124,0.709,0.282,0.228,297,66,297,66,396,33,0
0,5,3.51,1.827,3.62,1.012,0.416,0.292,297,231,297,231,396,231,0
0,6,3.335,1.264,3.12,0.719,0.286,0.217,297,66,297,66,396,33,0
0,7,3.127,1.178,3.038,0.643,0.258,0.205,297,33,297,33,396,0,0
0,8,3.776,2.296,3.735,1.407,0.542,0.406,297,462,297,462,396,11,15
0,9,3.413,1.87,3.657,0.826,0.389,0.295,297,132,297,132,396,264,0
0,10,3.069,1.331,3.182,0.653,0.281,0.216,297,33,297,33,396,66,0
0,11,4.419,2.232,4.309,1.294,0.517,0.367,297,396,297,396,396,363,0
0,12,3.074,1.411,3.324,0.649,0.292,0.238,297,33,297,33,396,99,0
0,14,3.723,1.574,3.419,0.942,0.363,0.273,297,198,297,198,396,132,0
0,15,3.322,1.365,3.172,0.766,0.304,0.237,297,99,297,99,396,66,0
0,16,2.971,1.227,3.054,0.591,0.258,0.205,297,0,297,0,396,33,0
0,17,3.694,1.813,3.644,0.943,0.403,0.294,297,198,297,198,396,231,1
0,18,3.477,1.545,3.407,0.826,0.349,0.249,297,132,297,132,396,132,0
0,20,3.345,2.513,3.341,1.44,0.575,0.402,297,462,297,462,396,14,15
0,21,3.489,1.775,3.823,0.826,0.375,0.284,297,132,297,132,396,231,0
0,22,3.371,1.44,3.336,0.769,0.325,0.234,297,99,297,99,396,99,0
0,23,3.34,1.45,3.346,0.784,0.32,0.248,297,99,297,99,396,99,0
0,24,3.352,1.513,3.735,0.718,0.318,0.248,297,66,297,66,396,132,0
0,25,9.101,7.016,9.891,3.628,1.575,1.061,297,1650,297,1650,396,1881,0
0,26,3.592,1.547,3.397,0.839,0.352,0.255,297,132,297,132,396,132,0
0,27,3.251,1.241,3.249,0.657,0.273,0.206,297,33,297,33,396,33,0
0,28,6.742,4.603,7.238,2.526,1.062,0.751,297,1023,297,1023,396,1089,0
0,29,3.045,1.246,3.143,0.594,0.26,0.213,297,0,297,0,396,33,0
0,30,3.573,1.457,3.39,0.83,0.329,0.249,297,132,297,132,396,99,0
0,31,5.326,4.45,4.132,2.801,1.061,0.787,297,1188,297,1188,396,1056,0
0,32,4.249,2.335,4.174,1.36,0.532,0.349,297,396,297,396,396,396,0
0,33,3.589,2.048,3.906,1.137,0.469,0.336,297,297,297,297,396,297,0
0,34,3.469,1.371,3.222,0.779,0.312,0.238,297,99,297,99,396,66,0
0,35,3.238,1.553,3.377,0.885,0.352,0.26,297,165,297,165,396,132,0
0,36,3.873,2.125,4.018,0.959,0.438,0.438,297,198,297,198,396,297,0
0,37,3.639,1.646,3.585,0.887,0.369,0.28,297,165,297,165,396,165,0
0,38,3.503,1.721,3.827,0.856,0.394,0.26,297,132,297,132,396,198,0
0,39,4.087,2.008,3.679,1.172,0.445,0.36,297,297,297,297,396,231,0
0,40,3.342,1.404,3.204,0.783,0.336,0.235,297,99,297,99,396,66,0
0,41,3.621,1.816,3.752,0.85,0.403,0.281,297,132,297,132,396,231,0
0,42,4.086,2.676,4.002,1.649,0.641,0.443,297,594,297,594,396,495,0
0,43,5.668,6.403,5.23,3.804,1.613,0.984,297,1749,297,1749,396,1683,0
0,44,3.777,1.412,3.287,0.891,0.332,0.259,297,165,297,165,396,66,0
0,45,3.152,1.243,3.083,0.601,0.261,0.208,297,0,297,0,396,33,0
0,46,3.517,1.796,3.205,0.945,0.396,0.292,297,198,297,198,396,198,0
0,47,3.755,1.512,3.406,0.948,0.358,0.272,297,198,297,198,396,99,0
0,48,3.435,1.709,3.199,1.063,0.402,0.296,297,264,297,264,396,165,1
0,49,3.606,1.975,3.989,0.899,0.413,0.32,297,165,297,165,396,297,0
0,50,3.15,1.323,3.132,0.65,0.283,0.217,297,33,297,33,396,66,0
0,51,3.353,2.566,3.279,1.16,0.531,0.428,297,10,297,10,396,15,15
0,52,4.423,4.063,4.149,2.646,1.004,0.702,297,1155,297,1155,396,924,0
0,53,3.006,1.39,3.363,0.59,0.283,0.228,297,0,297,0,396,99,0
0,54,3.405,1.378,3.26,0.775,0.308,0.228,297,99,297,99,396,66,0
0,55,3.821,1.978,3.591,1.149,0.448,0.338,297,297,297,297,396,264,0
0,56,3.792,1.786,3.878,0.944,0.402,0.271,297,198,297,198,396,231,0
0,57,3.129,1.317,3.286,0.652,0.28,0.216,297,33,297,33,396,66,0
0,58,3.227,3.695,3.243,2.526,0.922,0.664,297,1089,297,1089,396,792,1
0,59,3.057,1.246,3.097,0.613,0.262,0.205,297,0,297,0,396,33,0
0,60,4.071,1.76,3.413,1.222,0.44,0.314,297,330,297,330,396,165,0
0,61,3.223,1.342,3.243,0.71,0.294,0.227,297,66,297,66,396,66,0
0,62,3.123,1.191,3.06,0.648,0.263,0.205,297,33,297,33,396,0,0
0,63,3.853,1.764,3.658,1.004,0.407,0.292,297,231,297,231,396,198,0
0,65,3.251,1.428,3.396,0.71,0.321,0.228,297,66,297,66,396,99,0
0,66,3.427,4.211,3.425,2.378,1.023,0.692,297,990,297,990,396,990,0
0,67,3.123,1.629,3.046,1.08,0.393,0.298,297,264,297,264,396,132,0
0,68,3.639,1.578,3.399,0.893,0.36,0.278,297,165,297,165,396,132,0
0,69,4.58,2.175,4.195,1.298,0.507,0.379,297,396,297,396,396,330,0
0,70,3.803,1.727,3.772,0.95,0.39,0.27,297,198,297,198,396,198,0
0,71,3.625,1.951,3.232,1.326,0.468,0.367,297,396,297,396,396,231,0
0,73,3.916,1.667,3.658,1.014,0.39,0.281,297,231,297,231,396,165,0
0,74,3.342,1.951,3.069,1.296,0.467,0.368,297,396,297,396,396,231,0
0,75,3.244,1.886,3.594,0.949,0.411,0.303,297,198,297,198,396,264,0
0,76,4.275,6.784,4.006,4.138,1.696,1.094,297,1980,297,1980,396,1848,0
0,79,3.239,1.262,3.166,0.71,0.284,0.216,297,66,297,66,396,33,0
0,80,3.146,1.424,3.304,0.711,0.305,0.23,297,66,297,66,396,99,0
0,81,3.225,1.238,3.122,0.65,0.269,0.205,297,33,297,33,396,33,0
0,82,3.505,1.909,3.734,1.004,0.421,0.313,297,231,297,231,396,264,0
0,83,3.234,1.879,3.48,0.945,0.412,0.292,297,198,297,198,396,231,0
0,84,3.238,1.53,3.24,0.947,0.366,0.259,297,198,297,198,396,99,0
0,85,3.947,4.492,4.19,2.802,1.088,0.72,297,1221,297,1221,396,1089,0
0,86,3.015,1.249,3.148,0.582,0.265,0.206,297,0,297,0,396,33,0
0,87,3.003,1.271,3.207,0.58,0.277,0.224,297,0,297,0,396,33,0
0,88,3.341,1.523,3.484,0.78,0.336,0.249,297,99,297,99,396,132,0
0,89,3.357,1.697,3.309,0.771,0.367,0.273,297,99,297,99,396,198,0
0,90,3.159,1.342,3.128,0.71,0.294,0.228,297,66,297,66,396,66,0
0,91,3.714,1.864,3.386,1.063,0.431,0.293,297,264,297,264,396,231,0
0,92,3.041,1.246,3.135,0.592,0.262,0.206,297,0,297,0,396,33,0
0,93,3.064,2.667,3.031,1.498,0.605,0.433,297,495,297,495,396,495,0
0,94,3.348,1.926,3.201,1.061,0.434,0.317,297,264,297,264,396,264,0
0,95,3.204,2.081,3.151,1.06,0.457,0.335,297,264,297,264,396,330,0
0,97,3.815,2.776,3.396,1.721,0.66,0.476,297,627,297,627,396,528,0
0,100,3.357,1.258,3.128,0.708,0.281,0.216,297,66,297,66,396,33,0
0,101,3.253,1.457,3.026,0.838,0.328,0.251,297,132,297,132,396,99,0
0,102,3.492,1.398,3.221,0.837,0.328,0.249,297,132,297,132,396,66,0
0,103,3.147,1.236,3.05,0.652,0.269,0.205,297,33,297,33,396,33,0
0,105,3.796,1.881,3.825,1.04,0.453,0.295,297,231,297,231,396,231,0
0,106,3.25,1.346,3.28,0.708,0.296,0.227,297,66,297,66,396,66,0
0,107,2.97,1.228,3.09,0.579,0.257,0.206,297,0,297,0,396,33,0
0,108,3.104,1.169,2.956,0.644,0.258,0.206,297,33,297,33,396,0,0
0,110,4.083,2.165,3.979,1.313,0.51,0.366,297,396,297,396,396,330,0
0,111,3.175,1.249,3.255,0.664,0.271,0.216,297,33,297,33,396,33,0
0,113,4.049,2.006,4.066,1.139,0.462,0.314,297,297,297,297,396,297,0
0,114,3.087,2.706,3.068,1.532,0.64,0.453,297,528,297,528,396,495,0
0,115,3.497,1.898,3.761,1.006,0.424,0.302,297,231,297,231,396,264,0
0,116,3.032,1.339,3.177,0.672,0.288,0.228,297,33,297,33,396,66,0
0,118,3.29,1.364,3.279,0.769,0.306,0.238,297,99,297,99,396,66,0
0,119,3.126,1.171,3.066,0.653,0.26,0.208,297,33,297,33,396,0,0
0,121,3.011,1.468,3.145,0.83,0.33,0.248,297,132,297,132,396,99,0
0,122,2.993,2.684,3.342,1.545,0.645,0.435,297,528,297,528,396,495,0
0,123,3.07,1.321,3.234,0.58,0.283,0.217,297,0,297,0,396,66,0
0,125,3.231,1.334,3.308,0.716,0.295,0.216,297,66,297,66,396,66,0
0,126,3.017,1.247,3.125,0.58,0.28,0.205,297,0,297,0,396,33,0
0,127,3.572,1.607,3.666,0.825,0.352,0.26,297,132,297,132,396,165,0
0,128,4.089,1.942,3.267,1.294,0.469,0.347,297,396,297,396,396,231,0
0,129,3.164,1.734,3.292,0.943,0.386,0.281,297,198,297,198,396,198,0
0,130,3.733,1.818,3.768,1.039,0.41,0.295,297,231,297,231,396,231,0
0,131,3.707,5.543,4.302,2.82,1.27,0.814,297,1254,297,1254,396,1551,0
0,132,3.068,1.692,2.982,1.002,0.399,0.297,297,231,297,231,396,165,2
0,133,3.272,1.516,3.367,0.708,0.316,0.26,297,66,297,66,396,132,0
0,134,3.09,4.328,3.445,2.293,0.979,0.682,297,957,297,957,396,1089,0
0,135,3.114,1.239,3.057,0.649,0.27,0.205,297,33,297,33,396,33,0
0,136,3.272,2.064,3.345,0.948,0.438,0.328,297,198,297,198,396,330,0
0,137,3.39,1.56,3.387,0.903,0.359,0.263,297,165,297,165,396,132,0
0,138,3.741,1.974,4.196,0.952,0.429,0.304,297,198,297,198,396,297,0
0,139,3.672,1.663,3.003,0.945,0.378,0.281,297,198,297,198,396,165,0
0,140,3.568,1.931,3.326,1.257,0.478,0.333,297,363,297,363,396,231,0
0,141,3.204,4.32,3.054,2.358,1.002,0.647,297,891,297,891,396,1089,0
0,142,3.645,2.142,3.402,1.18,0.494,0.359,297,330,297,330,396,330,0
0,143,3.175,1.39,3.047,0.78,0.305,0.262,297,99,297,99,396,66,0
0,144,3.301,2.773,3.513,1.625,0.669,0.438,297,561,297,561,396,528,0
0,145,3.306,1.277,3.151,0.58,0.261,0.205,297,0,297,0,396,33,0
0,146,3.423,1.527,3.204,0.808,0.329,0.251,297,99,297,99,396,132,0
0,147,3.106,1.191,2.963,0.644,0.26,0.206,297,33,297,33,396,0,0
0,148,3.114,1.746,3.304,0.826,0.372,0.306,297,132,297,132,396,198,0
0,149,3.178,1.528,3.173,0.837,0.341,0.249,297,132,297,132,396,132,0
0,150,3.261,1.275,3.137,0.711,0.282,0.22,297,66,297,66,396,33,0
0,151,3.054,1.232,3.202,0.582,0.264,0.206,297,0,297,0,396,33,0
0,152,3.172,1.422,3.306,0.943,0.339,0.26,297,198,297,198,396,66,0
0,153,3.256,2.34,3.163,1.287,0.526,0.407,297,12,297,12,396,396,15
0,155,6.934,3.879,6.295,2.468,0.956,0.638,297,1056,297,1056,396,891,0
0,156,3.178,1.241,3.198,0.653,0.271,0.205,297,33,297,33,396,33,0
0,157,3.5,1.789,3.507,1.06,0.414,0.306,297,264,297,264,396,198,0
0,158,3.184,1.238,3.062,0.644,0.272,0.262,297,33,297,33,396,0,0
0,159,3.33,3.66,3.243,2.196,0.881,0.596,297,891,297,891,396,792,0
0,160,3.159,1.346,3.26,0.71,0.298,0.228,297,66,297,66,396,66,0
0,161,3.306,4.659,3.568,2.982,1.128,0.768,297,1320,297,1320,396,1089,0
0,162,3.436,1.984,3.049,0.963,0.433,0.314,297,198,297,198,396,297,0
0,163,3.424,1.577,3.133,0.946,0.367,0.27,297,198,297,198,396,132,0
0,164,3.248,1.682,3.196,0.893,0.395,0.264,297,165,297,165,396,165,0
0,165,3.169,4.436,3.013,2.934,1.088,0.713,297,1287,297,1287,396,990,0
0,166,3.126,1.825,3.024,1.024,0.419,0.292,297,231,297,231,396,231,0
0,167,3.565,1.845,3.663,0.948,0.407,0.299,297,198,297,198,396,231,0
0,168,3.031,4.126,3.148,2.305,0.96,0.646,297,957,297,957,396,1023,0
0,169,3.074,1.742,3.267,0.884,0.38,0.293,297,165,297,165,396,198,0
0,170,3.353,1.306,3.007,0.788,0.293,0.238,297,99,297,99,396,33,0
0,171,3.317,1.314,3.115,0.708,0.286,0.216,297,66,297,66,396,33,0
0,172,3.041,4.312,3.191,2.62,1.041,0.693,297,1122,297,1122,396,1056,0
0,173,3.042,2.396,3.141,1.353,0.563,0.368,297,429,297,429,396,429,0
0,174,3.275,2.134,3.033,1.178,0.499,0.346,297,330,297,330,396,330,0
0,176,3.347,1.569,3.367,0.922,0.351,0.269,297,165,297,165,396,132,0
0,177,3.643,2.237,3.577,1.131,0.519,0.357,297,297,297,297,396,363,0
0,178,3.255,2.073,3.534,1.059,0.456,0.325,297,264,297,264,396,330,0
0,179,4.202,4.004,4.006,2.352,0.96,0.608,297,957,297,957,396,957,0
0,181,3.306,1.34,3.338,0.722,0.296,0.216,297,66,297,66,396,66,0
0,182,3.276,1.417,3.216,0.894,0.329,0.267,297,165,297,165,396,66,0
0,183,3.111,1.368,3.166,0.71,0.296,0.227,297,66,297,66,396,66,0
0,184,3.267,1.3,3.193,0.71,0.306,0.217,297,66,297,66,396,33,0
0,185,3.172,1.415,3.134,0.849,0.318,0.26,297,132,297,132,396,66,0
0,186,3.106,2.572,3.111,1.552,0.595,0.442,297,16,297,16,396,14,15
0,187,3.283,2.559,2.98,1.531,0.621,0.414,297,528,297,528,396,462,0
0,189,3.146,1.304,3.005,0.779,0.314,0.228,297,99,297,99,396,33,0
0,191,3.159,1.349,2.98,0.716,0.301,0.228,297,66,297,66,396,66,0
0,193,3.184,1.244,3.187,0.581,0.277,0.205,297,0,297,0,396,33,0
0,194,3.16,1.508,3.322,0.73,0.332,0.238,297,66,297,66,396,132,0
0,195,3.14,2.482,3.109,1.117,0.516,0.384,297,297,297,297,396,14,14
0,196,3.003,1.392,3.11,0.71,0.315,0.257,297,66,297,66,396,66,0
0,197,3.466,1.677,3.046,1.003,0.388,0.292,297,231,297,231,396,165,0
0,198,3.061,3.804,3.024,2.443,0.927,0.65,297,1023,297,1023,396,858,0
0,199,3.222,1.827,3.012,1.001,0.422,0.292,297,231,297,231,396,231,0
0,201,3.311,1.903,3.132,1.118,0.448,0.335,297,297,297,297,396,231,0
0,202,3.371,1.841,3.263,1.017,0.414,0.298,297,231,297,231,396,231,0
0,203,3.16,1.236,3.135,0.687,0.27,0.205,297,33,297,33,396,33,0
0,205,3.043,1.874,3.205,1.001,0.414,0.294,297,231,297,231,396,231,0
0,206,3.321,1.262,3.156,0.708,0.281,0.217,297,66,297,66,396,33,0
0,207,3.122,4.315,3.231,2.314,0.98,0.692,297,957,297,957,396,1089,0
0,208,3.285,1.685,3.625,0.768,0.352,0.259,297,99,297,99,396,198,0
0,209,3.159,1.338,3.156,0.652,0.283,0.216,297,33,297,33,396,66,0
0,210,3.336,1.807,3.311,1.096,0.423,0.329,297,264,297,264,396,198,0
0,211,3.054,1.833,3.397,1.101,0.415,0.331,297,264,297,264,396,198,0
0,212,3.169,1.247,3.205,0.665,0.279,0.206,297,33,297,33,396,33,0
0,213,3.154,1.916,3.067,1.181,0.452,0.314,297,330,297,330,396,231,0
0,214,3.833,5.646,3.772,3.296,1.362,0.875,297,1518,297,1518,396,1485,0
0,215,3.13,1.334,3.04,0.677,0.295,0.219,297,33,297,33,396,66,0
0,216,3.253,2.368,3.205,1.296,0.536,0.426,297,396,297,396,396,396,0
0,217,3.165,2.006,3.188,1.245,0.474,0.335,297,363,297,363,396,264,0
0,218,3.1,1.517,3.134,0.77,0.331,0.249,297,99,297,99,396,132,0
0,219,3.37,1.774,3.417,0.886,0.378,0.281,297,165,297,165,396,198,0
0,220,3.051,4.514,3.204,2.375,1.015,0.734,297,990,297,990,396,1122,0
0,221,3.159,1.956,3.176,0.889,0.41,0.315,297,165,297,165,396,297,0
0,222,3.066,3.017,3.062,2.19,0.774,0.541,297,891,297,891,396,561,0
0,223,3.326,1.298,3.142,0.724,0.303,0.234,297,66,297,66,396,33,0
0,224,3.534,1.98,3.235,1.12,0.45,0.303,297,297,297,297,396,264,0
0,225,3.243,1.906,3.28,0.884,0.398,0.292,297,165,297,165,396,264,0
0,227,3.049,1.315,3.112,0.582,0.279,0.216,297,0,297,0,396,66,0
0,228,3.414,1.429,3.42,0.77,0.316,0.23,297,99,297,99,396,99,0
0,229,3.311,1.839,3.593,1.002,0.41,0.314,297,231,297,231,396,231,0
0,230,3.038,1.453,3.08,1.001,0.35,0.28,297,231,297,231,396,66,0
0,231,3.188,1.167,2.994,0.648,0.259,0.205,297,33,297,33,396,0,0
0,232,3.132,1.536,3.204,0.717,0.336,0.245,297,66,297,66,396,132,0
0,233,3.032,1.318,3.03,0.651,0.282,0.216,297,33,297,33,396,66,0
0,234,3.255,6.336,3.27,3.516,1.501,1.004,297,1617,297,1617,396,1749,0
0,235,3.265,1.386,3.182,0.782,0.321,0.234,297,99,297,99,396,66,0
0,236,3.32,1.84,3.136,1.062,0.422,0.304,297,264,297,264,396,231,0
0,237,3.156,1.174,3.001,0.672,0.261,0.207,297,33,297,33,396,0,0
0,238,3.308,1.529,3.158,0.828,0.352,0.239,297,132,297,132,396,132,0
0,239,3.051,1.237,3.205,0.588,0.26,0.208,297,0,297,0,396,33,0
0,240,3.517,1.797,3.399,1.069,0.422,0.314,297,264,297,264,396,198,0
0,241,3.549,1.375,3.255,0.835,0.317,0.237,297,132,297,132,396,66,0
0,242,3.271,1.467,3.194,0.774,0.336,0.252,297,99,297,99,396,99,0
0,244,3.336,1.261,3.119,0.708,0.281,0.216,297,66,297,66,396,33,0
0,245,4.511,3.152,4.262,1.891,0.745,0.53,297,726,297,726,396,660,0
0,246,3.48,2.153,3.482,1.253,0.493,0.371,297,363,297,363,396,330,2
0,247,3.068,1.737,3.214,0.886,0.377,0.303,297,165,297,165,396,198,0
0,248,3.114,4.05,3.029,2.476,0.96,0.703,297,1056,297,1056,396,924,0
0,249,3.571,3.018,3.37,1.71,0.694,0.508,297,627,297,627,396,627,0
0,250,3.205,1.258,2.995,0.711,0.281,0.216,297,66,297,66,396,33,0
0,251,3.018,1.646,2.974,0.946,0.375,0.271,297,198,297,198,396,165,0
0,254,3.016,1.596,3.133,0.883,0.35,0.259,297,165,297,165,396,132,0
0,255,2.983,1.331,2.993,0.65,0.281,0.227,297,33,297,33,396,66,0
0,257,2.966,2.818,3.041,1.606,0.675,0.438,297,561,297,561,396,561,0
0,258,3.124,1.289,3.169,0.711,0.282,0.216,297,66,297,66,396,33,0
0,260,3.14,1.545,3.011,0.775,0.335,0.249,297,99,297,99,396,132,0
0,261,3.695,2.021,3.677,1.015,0.441,0.334,297,231,297,231,396,297,0
0,265,3.091,1.367,3.283,0.769,0.308,0.238,297,99,297,99,396,66,0
0,266,3.139,1.433,3.212,0.802,0.319,0.227,297,99,297,99,396,99,0
0,267,3.133,1.349,3.189,0.711,0.3,0.227,297,66,297,66,396,66,0
0,268,3.256,1.824,3.064,0.964,0.407,0.296,297,198,297,198,396,231,2
0,269,3.405,2.427,3.528,1.296,0.545,0.369,297,396,297,396,396,429,0
0,270,3.419,1.442,3.286,0.955,0.339,0.271,297,198,297,198,396,66,0
0,271,3.379,2.26,3.37,1.238,0.528,0.382,297,363,297,363,396,363,0
0,273,3.173,1.518,3.21,0.669,0.344,0.231,297,33,297,33,396,99,0
0,274,3.319,1.74,3.02,0.918,0.391,0.271,297,165,297,165,396,198,0
0,275,3.078,4.412,3.212,2.541,1.039,0.736,297,1089,297,1089,396,1089,0
0,276,3.128,2.002,3.034,1.127,0.458,0.314,297,297,297,297,396,297,0
0,277,3.291,2.677,3.246,1.647,0.661,0.401,297,594,297,594,396,495,0
0,278,3.208,1.249,3.2,0.651,0.271,0.216,297,33,297,33,396,33,0
0,279,3.062,5.029,3.1,2.785,1.175,0.75,297,1221,297,1221,396,1353,0
0,280,3.043,2.104,3.182,1.424,0.504,0.381,297,462,297,462,396,264,0
0,282,3.3,1.337,3.161,0.725,0.3,0.217,297,66,297,66,396,66,0
0,283,3.162,1.601,3.434,0.649,0.321,0.249,297,33,297,33,396,165,0
0,284,3.149,1.315,3.275,0.652,0.28,0.215,297,33,297,33,396,66,0
0,285,3.372,1.47,3.483,0.772,0.329,0.259,297,99,297,99,396,99,0
0,286,3.303,1.274,3.206,0.71,0.294,0.216,297,66,297,66,396,33,0
0,287,3.476,4.291,3.346,2.823,1.122,0.726,297,1221,297,1221,396,957,0
0,288,3.339,1.289,3.158,0.759,0.295,0.216,297,66,297,66,396,33,0
0,289,3.175,1.27,3.155,0.651,0.274,0.206,297,33,297,33,396,33,0
0,290,3.28,1.447,2.991,0.93,0.342,0.258,297,165,297,165,396,66,0
0,291,3.07,1.287,3.001,0.72,0.284,0.217,297,66,297,66,396,33,0
0,292,3.087,3.654,2.976,2.359,0.907,0.618,297,957,297,957,396,792,0
0,293,3.045,2.536,3.074,1.531,0.605,0.4,297,528,297,528,396,462,0
0,294,3.014,2.158,3.061,1.013,0.474,0.335,297,231,297,231,396,363,0
0,295,3.034,1.375,3.113,0.721,0.303,0.24,297,66,297,66,396,66,0
0,296,3.063,1.892,3.096,1.187,0.445,0.324,297,330,297,330,396,231,0
0,297,3.01,1.225,3.031,0.583,0.258,0.205,297,0,297,0,396,33,0
0,298,3.197,1.436,3.116,0.77,0.316,0.238,297,99,297,99,396,99,0
0,299,3.083,2.207,3.009,1.003,0.5,0.338,297,231,297,231,396,363,0
0,300,3.054,1.529,2.987,0.825,0.35,0.238,297,132,297,132,396,132,0
0,301,2.992,1.237,3.027,0.656,0.269,0.206,297,33,297,33,396,33,0
0,302,3.176,1.469,3.114,0.828,0.343,0.248,297,132,297,132,396,99,0
0,303,3.058,1.245,3.101,0.579,0.258,0.205,297,0,297,0,396,33,0
0,304,3.261,1.293,3.035,0.767,0.292,0.239,297,99,297,99,396,33,0
0,307,3.006,1.549,3.033,0.774,0.345,0.258,297,99,297,99,396,132,0
0,309,3.046,1.421,3.062,0.748,0.305,0.237,297,66,297,66,396,99,0
0,310,3.145,1.249,3.152,0.694,0.27,0.208,297,33,297,33,396,33,0
0,311,3.295,1.597,3.134,0.826,0.351,0.25,297,132,297,132,396,165,0
0,312,3.066,1.72,3.139,0.836,0.375,0.284,297,132,297,132,396,198,0
0,313,3.141,1.34,3.26,0.652,0.285,0.217,297,33,297,33,396,66,0
0,314,3.109,6.9,3.226,3.941,1.658,1.096,297,1848,297,1848,396,1914,0
0,315,3.133,1.361,3.158,0.651,0.283,0.22,297,33,297,33,396,33,0
0,316,3.175,1.891,3.017,1.023,0.415,0.314,297,231,297,231,396,231,0
0,317,3.163,1.406,3.115,0.859,0.328,0.227,297,99,297,99,396,66,0
0,318,4.828,1.175,3.278,0.649,0.262,0.206,297,33,297,33,396,0,0
0,319,3.066,4.067,3.08,2.303,0.995,0.69,297,957,297,957,396,924,0
0,320,3.094,4.381,3.06,2.859,1.114,0.716,297,1254,297,1254,396,1023,0
0,321,3.141,1.172,3.246,0.663,0.262,0.206,297,33,297,33,396,0,0
0,322,3.116,1.167,3.063,0.647,0.258,0.206,297,33,297,33,396,0,0
0,324,3.061,1.789,3.005,0.829,0.384,0.292,297,132,297,132,396,231,0
0,325,3.19,1.366,3.029,0.767,0.305,0.237,297,99,297,99,396,66,0
0,326,3.094,3.393,3.017,2.007,0.801,0.541,297,792,297,792,396,759,0
0,327,3.053,1.989,3.071,1.003,0.441,0.314,297,231,297,231,396,297,0
0,328,3.008,1.248,2.991,0.598,0.281,0.205,297,0,297,0,396,33,0
0,329,3.204,1.176,3.001,0.655,0.257,0.208,297,33,297,33,396,0,0
0,330,3.392,2.202,3.018,1.246,0.492,0.379,297,363,297,363,396,330,0
0,331,3.077,2.879,3.081,1.158,0.662,0.37,297,264,297,264,396,429,0
0,333,3.446,1.701,3.793,0.775,0.38,0.266,297,99,297,99,396,198,0
0,334,3.799,1.718,3.702,0.943,0.402,0.26,297,198,297,198,396,198,0
0,335,3.052,1.662,3.095,0.916,0.365,0.272,297,165,297,165,396,165,0
0,336,3.004,1.769,2.991,0.948,0.398,0.317,297,198,297,198,396,198,0
0,337,3.233,1.835,3.001,1.197,0.439,0.342,297,330,297,330,396,198,0
0,338,3.154,1.351,3.211,0.726,0.295,0.216,297,33,297,33,396,66,0
0,339,3.579,1.56,3.356,0.905,0.356,0.249,297,165,297,165,396,132,0
0,340,2.996,1.538,2.995,0.886,0.366,0.281,297,165,297,165,396,99,0
0,341,3.115,2.739,3.111,1.271,0.578,0.434,297,363,297,363,396,561,0
0,342,3.358,1.367,3.302,0.793,0.307,0.227,297,99,297,99,396,66,0
0,343,3.165,2.035,3.159,1.19,0.47,0.325,297,330,297,330,396,297,0
0,344,3.126,1.854,3.108,1.335,0.464,0.336,297,396,297,396,396,198,0
0,347,3.195,1.264,3.122,0.658,0.281,0.205,297,33,297,33,396,33,0
0,348,3.113,2.515,3.213,1.304,0.565,0.368,297,396,297,396,396,495,0
0,349,3.236,1.523,3.233,0.65,0.317,0.254,297,33,297,33,396,132,0
0,350,3.262,1.399,3.222,0.769,0.322,0.253,297,99,297,99,396,66,0
0,351,3.281,2.37,3.181,1.065,0.505,0.357,297,264,297,264,396,429,0
0,352,3.004,1.58,3.095,0.894,0.361,0.281,297,165,297,165,396,132,0
0,353,3.018,1.376,2.992,0.736,0.293,0.227,297,66,297,66,396,66,0
0,354,3.057,1.855,3.08,0.887,0.402,0.281,297,165,297,165,396,264,0
0,355,3.058,6.173,3.075,3.66,1.482,0.985,297,1716,297,1716,396,1683,0
0,356,3.024,1.678,3.168,0.975,0.375,0.29,297,198,297,198,396,165,1
0,357,3.045,2.065,3.065,1.01,0.45,0.316,297,231,297,231,396,330,0
0,358,3.114,1.465,3.107,0.848,0.333,0.249,297,132,297,132,396,99,0
0,359,3.021,1.884,3.099,0.842,0.389,0.303,297,132,297,132,396,264,0
0,360,2.996,2.962,3.234,1.559,0.666,0.473,297,528,297,528,396,627,0
0,361,3.093,1.838,3.418,0.946,0.392,0.304,297,198,297,198,396,198,0
0,364,3.171,1.2,3,0.646,0.262,0.213,297,33,297,33,396,0,0
0,365,3.118,2.019,2.977,1.007,0.436,0.352,297,231,297,231,396,297,0
0,366,3.09,2.822,3.033,1.726,0.692,0.475,297,627,297,627,396,16,15
0,367,3.011,1.446,3.132,0.718,0.312,0.245,297,66,297,66,396,99,0
0,368,3.173,1.173,3.01,0.658,0.263,0.206,297,33,297,33,396,0,0
0,369,3.002,1.835,2.978,1.091,0.415,0.317,297,264,297,264,396,198,0
0,370,3.151,1.44,3.1,0.713,0.322,0.237,297,66,297,66,396,99,0
0,371,3.148,1.279,3.132,0.653,0.286,0.205,297,33,297,33,396,33,0
0,372,3.027,1.497,3.029,0.728,0.32,0.239,297,66,297,66,396,132,0
0,373,3.009,1.603,3.105,0.769,0.342,0.26,297,99,297,99,396,165,0
