offline_time1,online_time1,offline_time2,online_time2,union_time,intersection_time,ai,bi,ai_prime,bi_prime,ci,di
0.147,0.791,0.156,0.593,0.243,0.124,264,33,264,33,198,33
0.161,0.77,0.157,0.665,0.203,0.138,264,66,264,66,198,33
0.149,0.763,0.158,0.654,0.202,0.135,264,66,264,66,198,33
0.173,0.781,0.151,0.662,0.21,0.145,264,66,264,66,198,33
0.15,0.749,0.15,0.595,0.19,0.133,264,33,264,33,198,33
0.148,0.664,0.152,0.586,0.179,0.124,264,33,264,33,198,0
0.158,0.752,0.152,0.592,0.197,0.127,264,33,264,33,198,33
0.162,0.758,0.152,0.602,0.212,0.124,264,33,264,33,198,33
0.166,0.776,0.151,0.656,0.203,0.138,264,66,264,66,198,33
0.155,0.746,0.149,0.593,0.197,0.124,264,33,264,33,198,33
0.152,1.005,0.156,0.714,0.261,0.143,132,231,132,231,132,198
0.145,0.496,0.154,0.361,0.12,0.067,132,33,132,33,132,33
0.145,0.867,0.172,0.534,0.202,0.125,132,132,132,132,132,165
0.161,0.788,0.16,0.483,0.18,0.123,132,99,132,99,132,132
0.15,0.492,0.146,0.36,0.12,0.067,132,33,132,33,132,33
0.158,1.443,0.159,1.066,0.373,0.237,132,429,132,429,132,330
0.154,0.689,0.151,0.479,0.168,0.099,132,99,132,99,132,99
0.148,0.67,0.151,0.416,0.156,0.088,132,66,132,66,132,99
0.177,0.826,0.163,0.831,0.237,0.164,132,297,132,297,132,99
0.166,0.962,0.148,1.007,0.29,0.189,132,396,132,396,132,132
0.149,0.785,0.151,0.542,0.19,0.11,132,132,132,132,132,132
0.157,1.207,0.161,0.886,0.309,0.174,132,330,132,330,132,264
0.157,0.832,0.151,0.654,0.214,0.134,132,198,132,198,132,132
0.146,0.494,0.148,0.357,0.121,0.067,132,33,132,33,132,33
0.149,1.155,0.153,0.651,0.273,0.163,132,198,132,198,132,264
0.144,0.584,0.148,0.361,0.132,0.089,132,33,132,33,132,66
0.147,0.418,0.147,0.352,0.108,0.069,132,33,132,33,132,0
0.146,0.969,0.155,0.595,0.226,0.142,132,165,132,165,132,198
0.163,0.807,0.152,0.596,0.205,0.12,132,165,132,165,132,132
0.146,0.703,0.149,0.486,0.17,0.106,132,99,132,99,132,99
0.145,0.506,0.152,0.363,0.123,0.078,132,33,132,33,132,33
0.153,0.701,0.153,0.536,0.18,0.099,132,132,132,132,132,99
0.149,0.632,0.153,0.542,0.166,0.099,132,132,132,132,132,66
0.147,0.518,0.169,0.419,0.133,0.077,132,66,132,66,132,33
0.16,0.961,0.154,0.593,0.228,0.121,132,165,132,165,132,198
0.174,0.967,0.164,0.654,0.238,0.131,132,198,132,198,132,198
0.147,0.691,0.152,0.478,0.169,0.091,132,99,132,99,132,99
0.153,0.93,0.153,0.494,0.203,0.121,132,99,132,99,132,198
0.167,1.013,0.164,0.538,0.225,0.131,132,132,132,132,132,231
0.156,0.543,0.151,0.481,0.143,0.088,132,99,132,99,132,33
0.144,0.576,0.149,0.363,0.132,0.077,132,33,132,33,132,66
0.145,0.416,0.152,0.353,0.108,0.067,132,33,132,33,132,0
0.15,0.803,0.15,0.652,0.206,0.121,132,198,132,198,132,99
0.159,0.78,0.158,0.419,0.171,0.099,132,66,132,66,132,132
0.166,1.044,0.153,0.535,0.23,0.139,132,132,132,132,132,231
0.149,0.837,0.151,0.535,0.207,0.113,132,132,132,132,132,132
0.161,0.634,0.149,0.541,0.168,0.102,132,132,132,132,132,66
0.153,0.971,0.169,0.664,0.238,0.132,132,198,132,198,132,198
0.149,0.813,0.155,0.603,0.222,0.11,132,165,132,165,132,132
0.16,0.68,0.152,0.494,0.169,0.088,132,99,132,99,132,99
0.159,0.797,0.173,0.608,0.203,0.11,132,165,132,165,132,132
0.155,0.633,0.148,0.476,0.166,0.1,132,99,132,99,132,66
0.149,0.704,0.156,0.534,0.179,0.099,132,132,132,132,132,99
0.147,0.994,0.153,0.654,0.238,0.142,132,198,132,198,132,198
0.148,0.781,0.161,0.475,0.195,0.101,132,99,132,99,132,132
0.149,0.586,0.151,0.417,0.143,0.078,132,66,132,66,132,66
0.155,0.607,0.152,0.428,0.143,0.078,132,66,132,66,132,66
0.148,0.614,0.165,0.358,0.132,0.088,132,33,132,33,132,66
0.175,1.113,0.163,0.595,0.252,0.143,132,165,132,165,132,264
0.15,0.492,0.151,0.361,0.12,0.067,132,33,132,33,132,33
0.155,0.61,0.153,0.475,0.154,0.088,132,99,132,99,132,66
0.169,1.211,0.167,0.827,0.296,0.185,132,297,132,297,132,264
0.149,0.588,0.154,0.42,0.144,0.077,132,66,132,66,132,66
0.145,0.417,0.147,0.352,0.108,0.068,132,33,132,33,132,0
0.144,0.496,0.147,0.363,0.12,0.068,132,33,132,33,132,33
0.149,0.729,0.149,0.592,0.191,0.112,132,165,132,165,132,99
0.146,0.704,0.163,0.534,0.182,0.099,132,132,132,132,132,99
0.156,0.63,0.147,0.536,0.166,0.1,132,132,132,132,132,66
0.155,0.663,0.149,0.542,0.166,0.11,132,132,132,132,132,66
0.144,0.574,0.148,0.358,0.132,0.078,132,33,132,33,132,66
0.151,0.608,0.147,0.477,0.155,0.089,132,99,132,99,132,66
0.152,1.076,0.155,0.595,0.237,0.163,132,165,132,165,132,231
0.147,0.701,0.154,0.475,0.166,0.099,132,99,132,99,132,99
0.158,0.611,0.154,0.478,0.155,0.089,132,99,132,99,132,66
0.153,0.666,0.148,0.417,0.156,0.088,132,66,132,66,132,99
0.146,0.492,0.153,0.369,0.12,0.067,132,33,132,33,132,33
0.143,0.496,0.147,0.358,0.12,0.068,132,33,132,33,132,33
0.148,0.778,0.149,0.478,0.178,0.11,132,99,132,99,132,132
0.143,0.519,0.148,0.416,0.132,0.077,132,66,132,66,132,33
0.158,0.496,0.157,0.359,0.12,0.067,132,33,132,33,132,33
0.148,0.515,0.15,0.416,0.132,0.078,132,66,132,66,132,33
0.15,0.515,0.152,0.419,0.132,0.078,132,66,132,66,132,33
0.149,0.532,0.157,0.416,0.135,0.089,132,66,132,66,132,33
0.147,0.492,0.149,0.358,0.12,0.067,132,33,132,33,132,33
0.162,0.433,0.149,0.365,0.112,0.077,132,33,132,33,132,0
0.155,0.514,0.157,0.363,0.122,0.068,132,33,132,33,132,33
0.17,0.497,0.152,0.36,0.121,0.067,132,33,132,33,132,33
0.163,0.519,0.158,0.416,0.132,0.078,132,66,132,66,132,33
0.148,0.496,0.151,0.358,0.121,0.067,132,33,132,33,132,33
0.164,0.704,0.157,0.537,0.179,0.102,231,33,231,33,198,33
0.157,1.091,0.163,0.712,0.261,0.158,231,132,231,132,198,165
0.147,1.016,0.158,0.676,0.237,0.158,231,99,231,99,198,132
0.162,0.705,0.164,0.536,0.178,0.102,231,33,231,33,198,33
0.168,1.65,0.154,1.258,0.43,0.266,231,429,231,429,198,330
0.148,0.905,0.15,0.652,0.228,0.135,231,99,231,99,198,99
0.157,0.883,0.169,0.599,0.215,0.125,231,66,231,66,198,99
0.172,1.039,0.164,1.005,0.295,0.204,231,297,231,297,198,99
0.164,1.178,0.149,1.18,0.343,0.233,231,396,231,396,198,132
0.148,0.995,0.152,0.712,0.249,0.147,231,132,231,132,198,132
0.156,1.446,0.154,1.093,0.371,0.213,231,330,231,330,198,264
0.153,1.041,0.154,0.83,0.272,0.167,231,198,231,198,198,132
0.148,0.708,0.16,0.536,0.181,0.103,231,33,231,33,198,33
0.16,1.371,0.214,0.845,0.328,0.2,231,198,231,198,198,264
0.157,0.798,0.164,0.534,0.19,0.123,231,33,231,33,198,66
0.156,0.632,0.154,0.531,0.167,0.104,231,33,231,33,198,0
0.158,1.19,0.161,0.768,0.293,0.181,231,165,231,165,198,198
0.167,1.05,0.151,0.768,0.264,0.158,231,165,231,165,198,132
0.155,0.903,0.158,0.655,0.225,0.135,231,99,231,99,198,99
0.146,0.721,0.147,0.533,0.179,0.114,231,33,231,33,198,33
0.15,0.915,0.151,0.709,0.237,0.138,231,132,231,132,198,99
0.15,0.845,0.151,0.712,0.229,0.135,231,132,231,132,198,66
0.145,0.725,0.147,0.595,0.19,0.112,231,66,231,66,198,33
0.157,1.166,0.152,0.772,0.288,0.159,231,165,231,165,198,198
0.147,1.181,0.153,0.83,0.296,0.166,231,198,231,198,198,198
0.149,0.907,0.15,0.651,0.24,0.124,231,99,231,99,198,99
0.149,1.154,0.155,0.651,0.282,0.156,231,99,231,99,198,198
0.166,1.242,0.167,0.716,0.287,0.17,231,132,231,132,198,231
0.152,0.749,0.161,0.651,0.201,0.125,231,99,231,99,198,33
0.151,0.797,0.153,0.545,0.192,0.112,231,33,231,33,198,66
0.16,0.626,0.17,0.527,0.167,0.102,231,33,231,33,198,0
0.156,0.969,0.162,0.833,0.261,0.157,231,198,231,198,198,99
0.161,0.957,0.162,0.595,0.225,0.134,231,66,231,66,198,132
0.152,1.25,0.155,0.712,0.284,0.173,231,132,231,132,198,231
0.165,0.995,0.171,0.727,0.249,0.147,231,132,231,132,198,132
0.15,0.875,0.158,0.725,0.226,0.148,231,132,231,132,198,66
0.181,1.201,0.173,0.827,0.315,0.17,231,198,231,198,198,198
0.155,1.023,0.151,0.78,0.26,0.147,231,165,231,165,198,132
0.16,0.908,0.153,0.653,0.242,0.126,231,99,231,99,198,99
0.166,1.027,0.162,0.794,0.262,0.147,231,165,231,165,198,132
0.156,0.83,0.158,0.651,0.214,0.135,231,99,231,99,198,66
0.149,0.945,0.152,0.728,0.239,0.134,231,132,231,132,198,99
0.152,1.188,0.154,0.849,0.296,0.177,231,198,231,198,198,198
0.164,0.973,0.163,0.668,0.238,0.134,231,99,231,99,198,132
0.148,0.804,0.169,0.602,0.203,0.112,231,66,231,66,198,66
0.156,0.797,0.152,0.594,0.201,0.113,231,66,231,66,198,66
0.15,0.821,0.169,0.537,0.194,0.124,231,33,231,33,198,66
0.159,1.32,0.168,0.789,0.308,0.179,231,165,231,165,198,264
0.176,0.705,0.15,0.548,0.18,0.102,231,33,231,33,198,33
0.149,0.832,0.149,0.655,0.217,0.123,231,99,231,99,198,66
0.153,1.412,0.154,1.018,0.355,0.223,231,297,231,297,198,264
0.15,0.839,0.159,0.607,0.211,0.112,231,66,231,66,198,66
0.155,0.629,0.167,0.528,0.167,0.104,231,33,231,33,198,0
0.147,0.705,0.15,0.534,0.181,0.102,231,33,231,33,198,33
0.151,0.938,0.158,0.769,0.25,0.148,231,165,231,165,198,99
0.152,0.945,0.153,0.724,0.245,0.136,231,132,231,132,198,99
0.156,0.85,0.16,0.722,0.227,0.138,231,132,231,132,198,66
0.177,0.866,0.166,0.71,0.226,0.158,231,132,231,132,198,66
0.153,0.788,0.154,0.543,0.191,0.113,231,33,231,33,198,66
0.16,0.833,0.153,0.665,0.216,0.126,231,99,231,99,198,66
0.157,1.3,0.159,0.769,0.325,0.198,231,165,231,165,198,231
0.15,0.904,0.159,0.653,0.226,0.138,231,99,231,99,198,99
0.16,0.82,0.155,0.662,0.214,0.123,231,99,231,99,198,66
0.161,0.877,0.185,0.595,0.214,0.123,231,66,231,66,198,99
0.162,0.729,0.164,0.557,0.192,0.101,231,33,231,33,198,33
0.159,0.707,0.158,0.537,0.179,0.102,231,33,231,33,198,33
0.16,1.007,0.153,0.656,0.237,0.155,231,99,231,99,198,132
0.151,0.728,0.15,0.6,0.191,0.112,231,66,231,66,198,33
0.149,0.707,0.15,0.556,0.179,0.102,231,33,231,33,198,33
0.152,0.728,0.161,0.592,0.191,0.114,231,66,231,66,198,33
0.148,0.737,0.15,0.636,0.202,0.112,231,66,231,66,198,33
0.156,0.746,0.153,0.612,0.191,0.123,231,66,231,66,198,33
0.144,0.706,0.149,0.536,0.178,0.102,231,33,231,33,198,33
0.148,0.646,0.148,0.528,0.167,0.118,231,33,231,33,198,0
0.147,0.718,0.148,0.54,0.182,0.102,231,33,231,33,198,33
0.146,0.735,0.149,0.533,0.211,0.102,231,33,231,33,198,33
0.149,0.741,0.155,0.611,0.194,0.113,231,66,231,66,198,33
0.156,0.704,0.157,0.537,0.178,0.101,231,33,231,33,198,33
0.145,0.596,0.15,0.361,0.131,0.09,33,132,33,132,33,165
0.144,0.488,0.148,0.299,0.108,0.074,33,99,33,99,33,132
0.144,0.21,0.143,0.183,0.051,0.021,33,33,33,33,33,33
0.151,1.14,0.161,0.912,0.302,0.179,33,429,33,429,33,330
0.156,0.396,0.16,0.299,0.097,0.053,33,99,33,99,33,99
0.159,0.375,0.149,0.252,0.085,0.043,33,66,33,66,33,99
0.177,0.529,0.153,0.65,0.166,0.116,33,297,33,297,33,99
0.159,0.658,0.163,0.83,0.215,0.138,33,396,33,396,33,132
0.147,0.49,0.149,0.358,0.12,0.064,33,132,33,132,33,132
0.151,0.906,0.152,0.713,0.238,0.126,33,330,33,330,33,264
0.157,0.537,0.156,0.475,0.144,0.085,33,198,33,198,33,132
0.145,0.202,0.148,0.181,0.05,0.022,33,33,33,33,33,33
0.155,0.851,0.173,0.479,0.193,0.116,33,198,33,198,33,264
0.146,0.292,0.16,0.181,0.061,0.043,33,33,33,33,33,66
0.145,0.132,0.146,0.177,0.045,0.022,33,33,33,33,33,0
0.149,0.671,0.15,0.417,0.155,0.094,33,165,33,165,33,198
0.147,0.536,0.152,0.429,0.131,0.085,33,165,33,165,33,132
0.154,0.4,0.163,0.302,0.097,0.053,33,99,33,99,33,99
0.146,0.211,0.146,0.182,0.05,0.032,33,33,33,33,33,33
0.146,0.408,0.151,0.358,0.109,0.053,33,132,33,132,33,99
0.157,0.338,0.146,0.364,0.096,0.054,33,132,33,132,33,66
0.144,0.223,0.148,0.243,0.061,0.032,33,66,33,66,33,33
0.156,0.663,0.162,0.429,0.158,0.08,33,165,33,165,33,198
0.161,0.678,0.155,0.477,0.167,0.085,33,198,33,198,33,198
0.144,0.385,0.147,0.299,0.096,0.042,33,99,33,99,33,99
0.145,0.629,0.148,0.314,0.132,0.074,33,99,33,99,33,198
0.144,0.724,0.148,0.358,0.154,0.086,33,132,33,132,33,231
0.143,0.245,0.145,0.299,0.072,0.043,33,99,33,99,33,33
0.141,0.297,0.147,0.185,0.062,0.032,33,33,33,33,33,66
0.142,0.128,0.145,0.176,0.038,0.022,33,33,33,33,33,0
0.151,0.453,0.157,0.476,0.132,0.074,33,198,33,198,33,99
0.144,0.474,0.148,0.24,0.111,0.054,33,66,33,66,33,132
0.154,0.734,0.158,0.368,0.157,0.086,33,132,33,132,33,231
0.153,0.489,0.156,0.358,0.12,0.064,33,132,33,132,33,132
0.158,0.338,0.147,0.357,0.096,0.053,33,132,33,132,33,66
0.155,0.678,0.15,0.475,0.17,0.085,33,198,33,198,33,198
0.159,0.506,0.147,0.416,0.132,0.068,33,165,33,165,33,132
0.145,0.388,0.146,0.306,0.096,0.042,33,99,33,99,33,99
0.16,0.505,0.154,0.416,0.135,0.065,33,165,33,165,33,132
0.143,0.326,0.146,0.303,0.085,0.053,33,99,33,99,33,66
0.144,0.412,0.157,0.357,0.111,0.053,33,132,33,132,33,99
0.162,0.685,0.148,0.475,0.167,0.095,33,198,33,198,33,198
0.142,0.467,0.147,0.302,0.109,0.053,33,99,33,99,33,132
0.144,0.293,0.151,0.255,0.073,0.032,33,66,33,66,33,66
0.144,0.293,0.15,0.241,0.073,0.032,33,66,33,66,33,66
0.144,0.306,0.153,0.184,0.062,0.042,33,33,33,33,33,66
0.149,0.815,0.161,0.422,0.178,0.095,33,165,33,165,33,264
0.145,0.202,0.146,0.182,0.05,0.022,33,33,33,33,33,33
0.146,0.315,0.149,0.299,0.084,0.043,33,99,33,99,33,66
0.158,0.904,0.161,0.654,0.225,0.136,33,297,33,297,33,264
0.145,0.294,0.151,0.24,0.073,0.032,33,66,33,66,33,66
0.147,0.124,0.147,0.176,0.037,0.022,33,33,33,33,33,0
0.146,0.201,0.148,0.181,0.049,0.021,33,33,33,33,33,33
0.147,0.434,0.149,0.429,0.12,0.064,33,165,33,165,33,99
0.151,0.408,0.15,0.361,0.109,0.053,33,132,33,132,33,99
0.156,0.338,0.148,0.358,0.097,0.053,33,132,33,132,33,66
0.154,0.348,0.15,0.358,0.097,0.063,33,132,33,132,33,66
0.146,0.281,0.151,0.182,0.061,0.032,33,33,33,33,33,66
0.151,0.323,0.152,0.324,0.085,0.043,33,99,33,99,33,66
0.155,0.779,0.148,0.417,0.167,0.116,33,165,33,165,33,231
0.151,0.397,0.16,0.299,0.097,0.053,33,99,33,99,33,99
0.16,0.316,0.146,0.3,0.085,0.043,33,99,33,99,33,66
0.144,0.389,0.146,0.255,0.099,0.043,33,66,33,66,33,99
0.143,0.211,0.153,0.185,0.057,0.022,33,33,33,33,33,33
0.143,0.201,0.144,0.181,0.05,0.022,33,33,33,33,33,33
0.144,0.477,0.151,0.298,0.108,0.064,33,99,33,99,33,132
0.14,0.223,0.145,0.243,0.061,0.032,33,66,33,66,33,33
0.14,0.201,0.147,0.181,0.049,0.022,33,33,33,33,33,33
0.141,0.223,0.145,0.24,0.061,0.032,33,66,33,66,33,33
0.152,0.226,0.147,0.24,0.061,0.032,33,66,33,66,33,33
0.143,0.24,0.16,0.248,0.063,0.043,33,66,33,66,33,33
0.151,0.2,0.159,0.188,0.049,0.022,33,33,33,33,33,33
0.15,0.125,0.154,0.176,0.038,0.022,33,33,33,33,33,0
0.153,0.202,0.149,0.182,0.05,0.022,33,33,33,33,33,33
0.149,0.201,0.149,0.185,0.05,0.022,33,33,33,33,33,33
0.15,0.223,0.148,0.24,0.062,0.032,33,66,33,66,33,33
0.147,0.203,0.15,0.183,0.049,0.022,33,33,33,33,33,33
0.161,0.865,0.19,0.475,0.191,0.134,132,99,132,99,165,132
0.145,0.592,0.15,0.36,0.132,0.079,132,33,132,33,165,33
0.153,1.526,0.155,1.076,0.395,0.239,132,429,132,429,165,330
0.148,0.774,0.149,0.489,0.178,0.111,132,99,132,99,165,99
0.144,0.749,0.153,0.419,0.168,0.1,132,66,132,66,165,99
0.16,0.905,0.149,0.83,0.249,0.174,132,297,132,297,165,99
0.164,1.04,0.15,1.005,0.297,0.2,132,396,132,396,165,132
0.146,0.864,0.163,0.536,0.202,0.122,132,132,132,132,165,132
0.151,1.284,0.154,0.888,0.319,0.187,132,330,132,330,165,264
0.161,0.929,0.151,0.651,0.242,0.144,132,198,132,198,165,132
0.144,0.626,0.148,0.357,0.135,0.092,132,33,132,33,165,33
0.149,1.225,0.167,0.652,0.274,0.174,132,198,132,198,165,264
0.148,0.669,0.152,0.358,0.144,0.1,132,33,132,33,165,66
0.147,0.504,0.151,0.352,0.121,0.08,132,33,132,33,165,0
0.151,1.051,0.165,0.597,0.237,0.154,132,165,132,165,165,198
0.153,0.889,0.153,0.593,0.214,0.132,132,165,132,165,165,132
0.152,0.779,0.16,0.48,0.18,0.118,132,99,132,99,165,99
0.148,0.588,0.149,0.36,0.132,0.089,132,33,132,33,165,33
0.151,0.798,0.157,0.533,0.19,0.124,132,132,132,132,165,99
0.158,0.721,0.159,0.544,0.18,0.11,132,132,132,132,165,66
0.168,0.623,0.15,0.422,0.169,0.091,132,66,132,66,165,33
0.156,1.047,0.165,0.61,0.239,0.133,132,165,132,165,165,198
0.167,1.05,0.156,0.655,0.25,0.143,132,198,132,198,165,198
0.147,0.789,0.151,0.476,0.19,0.1,132,99,132,99,165,99
0.153,1.009,0.164,0.478,0.217,0.132,132,99,132,99,165,198
0.147,1.102,0.152,0.547,0.239,0.142,132,132,132,132,165,231
0.147,0.643,0.176,0.488,0.155,0.1,132,99,132,99,165,33
0.145,0.655,0.15,0.362,0.143,0.09,132,33,132,33,165,66
0.142,0.507,0.148,0.374,0.122,0.079,132,33,132,33,165,0
0.163,0.83,0.158,0.661,0.214,0.132,132,198,132,198,165,99
0.146,0.845,0.153,0.431,0.178,0.124,132,66,132,66,165,132
0.155,1.099,0.168,0.544,0.237,0.143,132,132,132,132,165,231
0.147,0.871,0.151,0.533,0.202,0.122,132,132,132,132,165,132
0.149,0.726,0.166,0.535,0.178,0.114,132,132,132,132,165,66
0.177,1.053,0.162,0.651,0.25,0.143,132,198,132,198,165,198
0.147,0.884,0.154,0.596,0.216,0.121,132,165,132,165,165,132
0.153,0.792,0.15,0.496,0.18,0.1,132,99,132,99,165,99
0.151,0.902,0.15,0.606,0.224,0.121,132,165,132,165,165,132
0.167,0.704,0.151,0.48,0.167,0.111,132,99,132,99,165,66
0.151,0.785,0.154,0.533,0.192,0.111,132,132,132,132,165,99
0.153,1.076,0.156,0.652,0.265,0.154,132,198,132,198,165,198
0.171,0.844,0.153,0.488,0.193,0.111,132,99,132,99,165,132
0.15,0.674,0.153,0.419,0.156,0.089,132,66,132,66,165,66
0.188,0.667,0.168,0.418,0.155,0.089,132,66,132,66,165,66
0.159,0.671,0.153,0.361,0.143,0.1,132,33,132,33,165,66
0.153,1.204,0.159,0.609,0.262,0.154,132,165,132,165,165,264
0.154,0.575,0.171,0.358,0.132,0.079,132,33,132,33,165,33
0.203,0.722,0.15,0.485,0.169,0.11,132,99,132,99,165,66
0.178,1.284,0.174,0.837,0.311,0.197,132,297,132,297,165,264
0.145,0.685,0.158,0.422,0.156,0.092,132,66,132,66,165,66
0.152,0.499,0.156,0.355,0.12,0.079,132,33,132,33,165,0
0.144,0.604,0.148,0.39,0.139,0.079,132,33,132,33,165,33
0.16,0.817,0.149,0.609,0.203,0.122,132,165,132,165,165,99
0.153,0.782,0.164,0.534,0.19,0.111,132,132,132,132,165,99
0.165,0.713,0.147,0.534,0.179,0.111,132,132,132,132,165,66
0.165,0.742,0.15,0.547,0.179,0.13,132,132,132,132,165,66
0.153,0.654,0.177,0.364,0.143,0.089,132,33,132,33,165,66
0.15,0.713,0.151,0.475,0.167,0.11,132,99,132,99,165,66
0.163,1.147,0.16,0.603,0.252,0.176,132,165,132,165,165,231
0.161,0.785,0.159,0.479,0.19,0.113,132,99,132,99,165,99
0.154,0.693,0.149,0.476,0.168,0.102,132,99,132,99,165,66
0.147,0.748,0.15,0.419,0.167,0.1,132,66,132,66,165,99
0.145,0.593,0.16,0.384,0.136,0.079,132,33,132,33,165,33
0.143,0.593,0.163,0.36,0.138,0.079,132,33,132,33,165,33
0.158,0.856,0.151,0.478,0.19,0.125,132,99,132,99,165,132
0.151,0.596,0.165,0.42,0.143,0.089,132,66,132,66,165,33
0.149,1.798,0.152,0.361,0.136,0.079,132,33,132,33,165,33
0.173,0.601,0.153,0.421,0.146,0.09,132,66,132,66,165,33
0.151,0.599,0.154,0.419,0.144,0.09,132,66,132,66,165,33
0.149,0.612,0.153,0.42,0.144,0.1,132,66,132,66,165,33
0.148,0.581,0.151,0.361,0.136,0.078,132,33,132,33,165,33
0.159,0.499,0.154,0.352,0.121,0.079,132,33,132,33,165,0
0.19,0.587,0.173,0.391,0.133,0.079,132,33,132,33,165,33
0.162,0.577,0.153,0.364,0.132,0.078,132,33,132,33,165,33
0.193,0.6,0.155,0.419,0.147,0.089,132,66,132,66,165,33
0.145,0.587,0.15,0.371,0.132,0.079,132,33,132,33,165,33
0.148,0.496,0.159,0.302,0.109,0.079,99,33,99,33,132,33
0.154,1.449,0.159,1.004,0.371,0.242,99,429,99,429,132,330
0.147,0.693,0.16,0.429,0.159,0.111,99,99,99,99,132,99
0.16,0.669,0.161,0.358,0.143,0.1,99,66,99,66,132,99
0.166,0.835,0.149,0.771,0.225,0.176,99,297,99,297,132,99
0.157,0.954,0.149,0.945,0.273,0.2,99,396,99,396,132,132
0.147,0.783,0.168,0.478,0.179,0.122,99,132,99,132,132,132
0.152,1.221,0.152,0.843,0.297,0.186,99,330,99,330,132,264
0.17,0.83,0.151,0.597,0.203,0.143,99,198,99,198,132,132
0.145,0.493,0.148,0.299,0.108,0.079,99,33,99,33,132,33
0.169,1.141,0.157,0.602,0.251,0.175,99,198,99,198,132,264
0.143,0.588,0.15,0.315,0.12,0.101,99,33,99,33,132,66
0.148,0.424,0.149,0.299,0.102,0.081,99,33,99,33,132,0
0.153,0.969,0.153,0.537,0.213,0.158,99,165,99,165,132,198
0.158,0.805,0.189,0.537,0.19,0.134,99,165,99,165,132,132
0.149,0.711,0.152,0.419,0.17,0.116,99,99,99,99,132,99
0.145,0.508,0.15,0.299,0.112,0.09,99,33,99,33,132,33
0.149,0.706,0.154,0.476,0.167,0.116,99,132,99,132,132,99
0.146,0.651,0.152,0.492,0.154,0.113,99,132,99,132,132,66
0.146,0.518,0.151,0.358,0.119,0.09,99,66,99,66,132,33
0.149,0.948,0.162,0.534,0.215,0.132,99,165,99,165,132,198
0.158,0.973,0.151,0.595,0.23,0.144,99,198,99,198,132,198
0.172,0.707,0.154,0.426,0.158,0.1,99,99,99,99,132,99
0.167,0.923,0.181,0.419,0.191,0.133,99,99,99,99,132,198
0.147,1.018,0.153,0.478,0.213,0.144,99,132,99,132,132,231
0.144,0.541,0.145,0.419,0.133,0.1,99,99,99,99,132,33
0.144,0.575,0.148,0.3,0.119,0.089,99,33,99,33,132,66
0.144,0.416,0.145,0.294,0.096,0.079,99,33,99,33,132,0
0.148,0.774,0.15,0.598,0.204,0.133,99,198,99,198,132,99
0.147,0.75,0.156,0.358,0.155,0.111,99,66,99,66,132,132
0.152,1.02,0.162,0.475,0.214,0.146,99,132,99,132,132,231
0.162,0.781,0.155,0.476,0.178,0.122,99,132,99,132,132,132
0.148,0.635,0.15,0.478,0.155,0.113,99,132,99,132,132,66
0.153,1.011,0.151,0.596,0.226,0.143,99,198,99,198,132,198
0.148,0.801,0.161,0.536,0.19,0.126,99,165,99,165,132,132
0.162,0.683,0.149,0.416,0.155,0.102,99,99,99,99,132,99
0.148,0.801,0.15,0.537,0.194,0.123,99,165,99,165,132,132
0.147,0.636,0.147,0.419,0.143,0.114,99,99,99,99,132,66
0.146,0.706,0.15,0.478,0.169,0.111,99,132,99,132,132,99
0.148,1.017,0.153,0.592,0.226,0.164,99,198,99,198,132,198
0.152,0.762,0.178,0.419,0.167,0.111,99,99,99,99,132,132
0.148,0.584,0.169,0.362,0.132,0.089,99,66,99,66,132,66
0.147,0.584,0.155,0.358,0.132,0.089,99,66,99,66,132,66
0.157,0.594,0.165,0.303,0.12,0.107,99,33,99,33,132,66
0.15,1.111,0.155,0.541,0.236,0.156,99,165,99,165,132,264
0.155,0.492,0.149,0.299,0.108,0.078,99,33,99,33,132,33
0.148,0.609,0.152,0.417,0.143,0.102,99,99,99,99,132,66
0.161,1.215,0.159,0.82,0.291,0.2,99,297,99,297,132,264
0.155,0.588,0.166,0.359,0.133,0.09,99,66,99,66,132,66
0.148,0.416,0.149,0.293,0.096,0.079,99,33,99,33,132,0
0.146,0.525,0.15,0.315,0.112,0.079,99,33,99,33,132,33
0.153,0.727,0.162,0.538,0.178,0.123,99,165,99,165,132,99
0.161,0.712,0.154,0.475,0.17,0.12,99,132,99,132,132,99
0.177,0.631,0.155,0.475,0.157,0.11,99,132,99,132,132,66
0.153,0.647,0.154,0.478,0.155,0.125,99,132,99,132,132,66
0.154,0.579,0.157,0.299,0.119,0.093,99,33,99,33,132,66
0.164,0.61,0.156,0.417,0.143,0.103,99,99,99,99,132,66
0.155,1.1,0.163,0.537,0.225,0.177,99,165,99,165,132,231
0.154,0.69,0.159,0.42,0.155,0.113,99,99,99,99,132,99
0.153,0.611,0.175,0.417,0.144,0.1,99,99,99,99,132,66
0.146,0.668,0.148,0.374,0.143,0.102,99,66,99,66,132,99
0.145,0.496,0.147,0.302,0.109,0.079,99,33,99,33,132,33
0.146,0.494,0.15,0.3,0.107,0.078,99,33,99,33,132,33
0.155,0.77,0.15,0.419,0.166,0.122,99,99,99,99,132,132
0.145,0.52,0.148,0.361,0.12,0.095,99,66,99,66,132,33
0.145,0.493,0.146,0.299,0.109,0.079,99,33,99,33,132,33
0.147,0.515,0.147,0.358,0.12,0.089,99,66,99,66,132,33
